station_zone,station_id,level_code,latitude,longitude,depth,tara_nitrate,ebi_nitrate,darwin_nitrate,nitrate,tara_temperature,ebi_temperature,temperature,tara_salinity_level,ebi_salinity_level,salinity,tara_oxygen_level,ebi_oxygen_level,darwin_oxygen_level,oxygen,darwin_alkalinity
Station178_SUR,Station178,SUR,77.1931169642857,73.2078044642857,4.95535714285714,NA,NA,14.54037,14.54037,1.18559378378378,1.243225,1.18559378378378,34.2292504504505,34.056675,34.2292504504505,349.890154954955,348.536,363.89978,350.015240892857,2180.143
Station18_DCM,Station18,DCM,35.7538064516129,14.273364516129,67.0967741935484,NA,NA,15.158144,15.158144,16.9299,18.36839,16.9299,38.2224,37.89241,38.2224,231.5733,237.8893,247.78987,231.5733,2127.9436
Station18_SUR,Station18,SUR,35.7548213333333,14.2722773333333,5,NA,NA,15.592011,15.592011,21.457664,21.4395,21.457664,38.0734533333333,37.89245,38.0734533333333,208.062836,207.791417,223.23691,208.062836,2097.7153
Station180_DCM,Station180,DCM,74.8220477477477,76.2265207207207,31.2162162162162,NA,NA,14.599185,14.599185,-1.7723,-1.49676457142857,-1.7723,33.9082,33.7240357142857,33.9082,315.5497,356.824821142857,372.1392,315.5497,2173.7844
Station180_SUR,Station180,SUR,74.8031544642857,76.1414125,4.95535714285714,NA,NA,13.792972,13.792972,-1.0018,3.480781,-1.0018,29.3835,22.047506,29.3835,368.1431,350.63975,373.8144,368.193736607143,2165.4177
Station180_ZZZ,Station180,ZZZ,74.8478176470588,76.0666529411765,17.0588235294118,NA,NA,13.9815618235294,13.9815618235294,-1.76574117647059,NA,-1.76574117647059,33.9386470588235,NA,33.9386470588235,317.032552941176,NA,374.981052941176,317.032552941176,2167.48792352941
Station188_DCM,Station188,DCM,78.3323150943396,91.6512764150943,17.7169811320755,NA,NA,13.9091731698113,13.9091731698113,-1.6521,-1.62504871428571,-1.6521,33.8427,33.582461,33.8427,366.4126,367.97797,367.137413396226,366.4126,2171.26915849057
Station188_SUR,Station188,SUR,78.2728318181818,91.8055663636364,5,NA,NA,13.791991,13.791991,-1.6108,-1.645825,-1.6108,33.0997,32.9488,33.0997,394.7488,388.2395,364.41873,394.7488,2170.3994
Station189_DCM,Station189,DCM,77.961600990099,116.69811980198,21.9306930693069,NA,NA,13.6819556237624,13.6819556237624,-0.683284306930693,-0.802307142857143,-0.683284306930693,32.9617336633663,32.8870614285714,32.9617336633663,378.36968019802,371.276328571429,376.961666534653,378.36968019802,2167.99948514851
Station189_MES,Station189,MES,78.0387983050848,116.409847457627,299.016949152542,NA,NA,NA,NA,NA,1.59404,1.59404,NA,34.92558,34.92558,NA,293.889,NA,293.889,NA
Station189_SUR,Station189,SUR,77.9157853211009,117.032666055046,4.95412844036697,NA,NA,13.5421764495413,13.5421764495413,-0.139351018518519,0.030106,-0.139351018518519,31.479762962963,28.576956,31.479762962963,367.428438888889,364.342188,377.792130825688,367.522798165138,2167.03073211009
Station191_SUR,Station191,SUR,71.5816486238532,160.939536697248,4.95412844036697,NA,NA,8.950101,8.950101,1.4875,1.4886,1.48763275862069,28.555,28.4169,28.5383327586207,340.3994,340.518,358.66452,348.953081834862,2147.7651
Station193_SUR,Station193,SUR,71.0911777777778,174.945537037037,4.9537037037037,-7.3889,NA,7.591026,-7.25019698148148,2.4537,NA,2.4537,29.1686,NA,29.1686,339.3193,NA,356.67163,339.479969722222,2148.6296
Station194_DCM,Station194,DCM,73.3449787878788,-168.75012020202,35,-0.74839,-2.647802,11.243971,-0.74839,1.1702,-0.987833,1.1702,30.8051,31.56495,30.8051,409.0689,397.421583,363.61853,409.0689,2158.7913
Station194_SUR,Station194,SUR,73.3828018018018,-168.195464864865,4.97297297297297,-3.11951675675676,-3.147755,7.72423837837838,-3.11951675675676,-0.887217837837838,-0.618833,-0.887217837837838,21.2843810810811,27.38155,21.2843810810811,317.268089189189,369.339,359.129087027027,317.268089189189,2156.77432432432
Station196_SUR,Station196,SUR,71.8985765765766,-154.915077477477,4.95495495495495,0.62571,1.632991,7.603312,0.688571279279279,2.5484,2.570037,2.5484,28.9351,28.604712,28.9351,335.6818,335.965875,346.29178,335.777385405405,2153.7134
Station201_DCM,Station201,DCM,74.3288923913044,-85.6655945652174,35.5434782608696,4.52394130434783,5.301922,11.917982,4.52394130434783,-0.50301652173913,-0.397229285714286,-0.50301652173913,31.8676065217391,31.9302844285714,31.8676065217391,353.589393478261,345.173559285714,377.0535,353.589393478261,2179.3123
Station201_MES,Station201,MES,74.3045941176471,-85.6573529411765,440.632352941176,3.17656764705882,10.238791,NA,3.17656764705882,-0.575977058823529,0.994025,-0.575977058823529,32.8513970588235,34.342505,32.8513970588235,288.280225,233.314,NA,288.280225,NA
Station201_SUR,Station201,SUR,74.3076261261261,-85.8034765765766,4.86486486486486,1.38284414414414,3.715845,10.157342,1.38284414414414,-1.57386486486486,-1.332965,-1.57386486486486,30.9370855855856,30.636767,30.9370855855856,373.186694594595,369.1045,385.37488,373.186694594595,2176.2842
Station205_MES,Station205,MES,72.445453968254,-71.8821841269841,490.920634920635,6.3408,22.810319,NA,6.3408,-0.60463,1.230869,-0.60463,32.5571,34.378169,32.5571,311.6756,227.316,NA,311.6756,NA
Station205_SUR,Station205,SUR,72.465558490566,-71.8917018867924,4.99056603773585,-2.58251320754717,3.891253,8.516761,-2.58251320754717,-0.389394150943396,-0.48046,-0.389394150943396,32.1786905660377,31.995275,32.1786905660377,351.829156603774,353.31105,365.83032,351.829156603774,2175.8801
Station206_MES,Station206,MES,70.9433,-53.5127,411,12.574,13.347925,NA,12.574,2.8091,3.03468,2.8091,34.7446,34.50669,34.7446,215.3697,229.6853,NA,215.3697,NA
Station206_SUR,Station206,SUR,70.9558571428571,-53.5844238095238,4.95238095238095,3.454598,3.502622,7.599552,3.49407375238095,1.53597019230769,1.43901,1.53597019230769,32.2601201923077,32.08274,32.2601201923077,328.977951923077,328.5869,344.49707,329.125753047619,2174.7734
Station208_SUR,Station208,SUR,69.1147651376147,-51.5388073394495,4.90825688073395,1.6791,1.699631,0,1.64829082568807,3.2115,3.1961,3.2115,33.1513,32.991725,33.1513,303.0268,303.353,0,297.466675229358,0
Station209_MES,Station209,MES,64.7,-52.996,350.971428571429,9.3791,10.622333,NA,9.3791,4.2643,4.20173,4.2643,34.8169,34.59923,34.8169,271.8754,273.02835,NA,271.8754,NA
Station209_SUR,Station209,SUR,64.7284909090909,-53.05383,4.95454545454545,2.8488,6.121815,11.4800364818182,2.92783900909091,2.3863,2.49543,2.3863,32.8155,32.602725,32.8155,321.2149,323.835062,314.738076909091,321.151161272727,2199.86035454545
Station210_MES,Station210,MES,61.5754,-55.9846115942029,390.882352941176,10.4445,6.67401708333333,NA,10.4445,5.6724,1.99641458333333,5.6724,34.6265,14.5581645833333,34.6265,283.0155,113.281,NA,283.0155,NA
Station210_SUR,Station210,SUR,61.5362858490566,-55.9900773584906,4.93396226415094,5.05866666666667,7.37029955555556,12.03236,5.12445622641509,5.26786666666667,4.70568888888889,5.26786666666667,34.3647,30.4112106666667,34.3647,293.673333333333,261.234,311.197,293.838650943396,2204.988
Station22_SUR,Station22,SUR,39.833975257732,17.4131484536082,5,NA,NA,13.49092,13.49092,16.9147391752577,17.211365,16.9147391752577,37.9161587628866,37.8141821666667,37.9161587628866,223.167278350515,221.260472,227.15283,223.167278350515,2201.7073
Station23_DCM,Station23,DCM,42.1720697916667,17.7253520833333,53.8020833333333,NA,NA,12.568941,12.568941,15.4997604166667,15.30955375,15.4997604166667,38.6166979166667,38.4518255,38.6166979166667,223.6738875,225.179922083333,251.59305,223.6738875,2235.9678
Station25_DCM,Station25,DCM,39.3986627659574,19.3991670212766,50,NA,NA,13.526254,13.526254,15.3481829787234,15.2278834285714,15.3481829787234,38.6265468085106,38.4709874285714,38.6265468085106,238.742831914894,230.262897857143,235.73949,238.742831914894,2200.5908
Station25_SUR,Station25,SUR,39.3720134615385,19.3913028846154,5,NA,NA,13.61657,13.61657,18.3588923076923,18.3560955,18.3588923076923,38.3661307692308,38.1849808333333,38.3661307692308,217.961503846154,217.930360833333,225.91019,217.961503846154,2196.0835
Station30_DCM,Station30,DCM,33.9225523809524,32.8192285714286,70,0.0244094047619047,-0.0311865,NA,0.0244094047619047,18.4987916666667,18.70707625,18.4987916666667,39.3821238095238,39.245164,39.3821238095238,220.477651190476,218.39835,NA,220.477651190476,NA
Station31_SUR,Station31,SUR,27.1555686567164,34.8271731343284,5,-0.113648955223881,-0.118752857142857,21.797586,-0.113648955223881,25.0207298507463,25.0524332857143,25.0207298507463,40.1604179104478,39.9756538571429,40.1604179104478,190.195646268657,189.058142571429,207.17278,190.195646268657,1994.6222
Station32_DCM,Station32,DCM,23.4143391304348,37.2412104347826,80,0.668706869565217,0.914786166666667,NA,0.668706869565217,26.1316460869565,26.087724,26.1316460869565,40.38478,40.1908846666667,40.38478,180.820631304348,180.647693333333,NA,180.820631304348,NA
Station32_SUR,Station32,SUR,23.3642284552846,37.2175878048781,5,-0.388327154471545,-0.429952714285714,19.909714,-0.388327154471545,25.8225837398374,25.835958,25.8225837398374,39.9289463414634,39.7432952857143,39.9289463414634,188.138949593496,188.344761571429,202.07137,188.138949593496,1984.3999
Station33_SUR,Station33,SUR,21.9808952380952,38.2412095238095,5,0.128388142857143,0.0404475,18.9630841428571,0.128388142857143,27.3185285714286,27.3235391666667,27.3185285714286,39.1243642857143,38.9394558333333,39.1243642857143,182.960371428571,183.059278,199.47445,182.960371428571,1980.88301428571
Station34_DCM,Station34,DCM,18.4394631578947,39.8583561403509,60,-0.39268,0.0217423333333333,19.367791,-0.39268,27.6713,27.5813741666667,27.6713,38.8159,38.8959166666667,38.8159,183.7592,176.0810235,191.85175,183.7592,1990.5717
Station34_SUR,Station34,SUR,18.3975294573643,39.872203875969,5,-0.00193274418604651,-0.649500375,17.985404,-0.00193274418604651,27.6233488372093,27.614793875,27.6233488372093,38.8262372093023,38.677196625,38.8262372093023,184.173127906977,182.8684065,198.86986,184.173127906977,1982.632
Station36_DCM,Station36,DCM,20.8186018867925,63.5130754716981,18.0471698113208,0.29025,0.374182666666667,14.5565947358491,0.29025,24.9984,25.3387476666667,24.9984,36.6955,36.54799,36.6955,192.9927,210.622579,210.913816320755,192.9927,1904.90299433962
Station36_SUR,Station36,SUR,20.8185558333333,63.5061058333333,5,0.21989,0.343943,14.471829,11.7402073583333,25.5259875,25.614835125,25.5259875,36.7034808333333,36.53016425,36.7034808333333,212.0209,118.240802375,210.30925,204.488934325,1906.0306
Station37_MES,Station37,MES,20.8443504672897,63.5861841121495,600.065420560748,21.8884,31.802451,NA,21.8884,22.6232,12.066048,22.6232,36.5222,35.693546,36.5222,47.7207,1.63999,NA,47.7207,NA
Station38_DCM,Station38,DCM,19.0265981132075,64.529658490566,25.9433962264151,1.081,1.21289328571429,14.591483,1.081,25.7777,25.5625567142857,25.7777,NA,NA,NA,146.5487,155.318243428571,208.61786,146.5487,1903.7765
Station38_MES,Station38,MES,19.0331979591837,64.5650051020408,340.551020408163,15.0247142857143,22.444602,NA,15.0247142857143,22.9875285714286,14.987618,22.9875285714286,36.5323642857143,36.021302,36.5323642857143,49.9333785714286,2.369225,NA,49.9333785714286,NA
Station38_SUR,Station38,SUR,19.0376558558559,64.5060963963964,5,0.760546126126126,0.6835856,14.4873736216216,0.760546126126126,26.2206486486486,26.255975,26.2206486486486,36.79122,36.6185386,36.79122,193.29563963964,200.1907334,208.08954972973,193.29563963964,1906.31835135135
Station39_DCM,Station39,DCM,18.5785067307692,66.4760980769231,25,-0.51273,-0.676876125,14.285589,-0.51273,26.2665,26.814827125,26.2665,36.6819,36.332716875,36.6819,164.101,193.03495825,206.21034,164.101,1904.0117
Station39_MES,Station39,MES,18.7273412371134,66.3935793814433,269.505154639175,22.248012371134,19.566542,NA,22.248012371134,22.2355721649485,15.614195,22.2355721649485,36.2630010309278,35.901885,36.2630010309278,34.8099618556701,2.303017,NA,34.8099618556701,NA
Station39_SUR,Station39,SUR,18.5848178571429,66.5854946428571,5,-0.735888035714286,-1.29235411111111,14.2002547321429,-0.735888035714286,26.8359714285714,26.8608111111111,26.8359714285714,36.4581875,36.2854151111111,36.4581875,193.910764285714,193.302944444444,205.084268660714,193.910764285714,1905.26041696429
Station41_DCM,Station41,DCM,14.5560301886792,70.0120254716981,63.4905660377358,-0.34911,3.11723614285714,13.993898,-0.34911,27.1905,26.6002492857143,27.1905,36.6762,36.4246271428571,36.6762,153.905,127.443260714286,206.02585,153.905,1911.5432
Station41_SUR,Station41,SUR,14.5982245614035,69.9830131578947,5,-0.859914298245614,-1.19433628571429,13.9533876929825,-0.859914298245614,29.0896271929825,29.1001764285714,29.0896271929825,36.2071131578947,36.0285271428571,36.2071131578947,187.65853245614,187.305369,198.925725614035,187.65853245614,1927.32771754386
Station42_DCM,Station42,DCM,5.99970636363636,73.9039563636364,80,-0.61668,0.646683571428571,NA,-0.61668,28.3865,27.7237285714286,28.3865,35.1957,35.14005,35.1957,161.1102,126.808857142857,NA,161.1102,NA
Station42_SUR,Station42,SUR,6.0020685483871,73.9132403225806,5,-1.69154629032258,-1.47882,14.2311285887097,-1.69154629032258,29.9814556451613,29.980283,29.9814556451613,34.7254766129032,34.56155,34.7254766129032,188.918128225806,189.25475,196.899789758065,188.918128225806,1928.79917258065
Station45_SUR,Station45,SUR,0.0272047169811321,71.664020754717,5,1.8661,2.575786,13.46719,1.8661,30.4624,30.496383,30.4624,35.3198,35.091133,35.3198,184.818,185.243833,197.26671,184.818,1958.2057
Station46_SUR,Station46,SUR,-0.662479310344828,73.1612086206896,5,0.35805,0.477267,13.803932,0.35805,30.1209,30.12565,30.1209,35.2774,35.111283,35.2774,184.8749,185.733167,197.49632,184.8749,1954.3569
Station48_SUR,Station48,SUR,-9.39759333333333,66.3912346666667,5,-1.72370106666667,-2.0831102,12.502214,-1.72370106666667,29.8183253333333,29.8237798,29.8183253333333,34.3352093333333,34.1714034,34.3352093333333,187.06998,187.3256834,199.67291,187.06998,1956.9083
Station52_DCM,Station52,DCM,-16.9534388429752,53.9741181818182,73.7603305785124,0.5317,0.244232,NA,0.5317,26.5743801652893,24.9162981666667,26.5743801652893,34.9893082644628,34.9064778333333,34.9893082644628,192.545950413223,192.823394166667,NA,192.545950413223,NA
Station52_SUR,Station52,SUR,-16.9585117647059,53.9738389705882,5,0.5317,0.244232,11.7680584632353,10.7640548235294,27.8871801470588,27.8792228333333,27.8871801470588,34.7261,34.5655413333333,34.7261,192.257483823529,191.714243,202.887941176471,192.257483823529,1961.85434558824
Station56_MES,Station56,MES,-15.3379,43.2948,1000,NA,NA,NA,NA,NA,6.2402,6.2402,NA,34.8332,34.8332,NA,87.902,NA,87.902,NA
Station56_SUR,Station56,SUR,-15.3424,43.2965,5,NA,NA,11.47844,11.47844,27.3228,27.323117,27.3228,35.1683,35.003133,35.1683,192.9315,193.05775,202.83006,192.9315,1963.2285
Station58_DCM,Station58,DCM,-17.3002391666667,42.2855783333333,66.9166666666667,0.82027,0.820273,11.530273,0.82027,24.986,26.0289365714286,24.986,35.3242,35.162412,35.3242,180.2996,188.628027571429,212.83813,180.2996,1964.3608
Station62_SUR,Station62,SUR,-22.3368330508475,40.2839110169492,5,-0.34297,-0.166794,11.75502,-0.34297,25.0834,25.080167,25.0834,35.4915,35.324825,35.4915,199.6143,199.895917,212.8536,199.6143,1967.2079
Station64_DCM,Station64,DCM,-29.5180792307692,37.9410246153846,63.6538461538462,-0.34297,-0.119854285714286,12.0658778769231,1.95203535384615,22.2322346153846,22.2462815,22.2322346153846,35.5020223076923,35.3322075,35.5020223076923,208.377966153846,208.07040825,223.578749461538,208.377966153846,1972.31332846154
Station64_MES,Station64,MES,-29.5046,37.9599,1000,NA,NA,NA,NA,NA,7.6502,7.6502,NA,34.57915,34.57915,NA,193.011,NA,193.011,NA
Station64_SUR,Station64,SUR,-29.5003406015038,37.9840954887218,5,-0.34297,-0.166794,12.0004893082707,8.8609944962406,22.1877172932331,22.189792,22.1877172932331,35.4982781954887,35.3290525714286,35.4982781954887,209.571542857143,209.849749857143,223.298140451128,209.571542857143,1971.90442781955
Station65_DCM,Station65,DCM,-35.2421,26.3048,30,NA,NA,12.810086,12.810086,21.8144,21.81495,21.8144,NA,NA,NA,206.402,206.43725,228.37677,206.402,1973.2639
Station65_SUR,Station65,SUR,-35.1858383928571,26.2898741071429,5,NA,NA,12.802575,12.802575,21.81866875,21.816705875,21.81866875,35.6139,35.44666,35.6139,206.25080625,206.987922875,228.41405,206.25080625,1973.1793
Station66_DCM,Station66,DCM,-34.8891763157895,18.0488013157895,30,NA,NA,14.055993,14.055993,15.0230763157895,15.01895,15.0230763157895,NA,35.3315,35.3315,240.577253947368,240.4135,242.38547,240.577253947368,1995.7852
Station66_SUR,Station66,SUR,-34.9349616666667,17.9419891666667,5,2.3848,2.450991,14.0814918333333,4.32820433333333,15.0275666666667,15.031867,15.0275666666667,35.4899,35.323317,35.4899,239.128433333333,239.109761571429,242.571778333333,239.128433333333,1994.87711666667
Station67_SUR,Station67,SUR,-32.2015007462687,17.7054731343284,5,1.04239820895522,0.4279788,13.116124,1.04239820895522,12.7945611940298,12.8439534,12.7945611940298,35.0119776119403,34.846212,35.0119776119403,245.996956716418,249.493267,253.205,245.996956716418,2012.6078
Station68_DCM,Station68,DCM,-31.0307743119266,4.6775623853211,48.9908256880734,1.5666,NA,13.3381258899083,12.1528845688073,16.7834,16.7868163,16.7834,35.8559871559633,35.6878348,35.8559871559633,232.271063302752,231.6761678,246.11179559633,232.271063302752,1977.88586055046
Station68_MES,Station68,MES,-31.0198,4.6685,700.492957746479,NA,25.846888,NA,25.846888,NA,7.026748,7.026748,NA,34.477664,34.477664,NA,195.168847,NA,195.168847,NA
Station68_SUR,Station68,SUR,-31.040742962963,4.66623703703704,5,1.6154,2.096308,13.263906,7.48279561481482,16.8090355555556,16.8669981,16.8090355555556,35.85386,35.6879324,35.85386,233.158983703704,232.6111831,246.66539,233.158983703704,1977.6226
Station70_MES,Station70,MES,-20.4057493150685,-3.16739589041096,801.315068493151,6.6209,37.7793,NA,23.3985,16.6146,4.216697,9.93880607692308,35.8972,34.443883,35.1146446923077,175.0277,161.730633,NA,167.867740846154,NA
Station70_SUR,Station70,SUR,-20.4074373134328,-3.18226791044776,5,0.504374776119403,0.2459845,14.491161,0.504374776119403,19.7883649253731,19.7850205,19.7883649253731,36.5470843283582,36.3760758,36.5470843283582,215.4371,215.670583,232.22166,215.4371,1937.4208
