station_zone,station_id,level_code,latitude,longitude,depth,tara_nitrate,ebi_nitrate,darwin_nitrate,nitrate,tara_temperature,ebi_temperature,temperature,tara_salinity_level,ebi_salinity_level,salinity,tara_oxygen_level,ebi_oxygen_level,darwin_oxygen_level,oxygen,darwin_alkalinity
Station72_DCM,Station72,DCM,-8.71864341085271,-17.9671023255814,100,0.19099,0.232817375,NA,0.19099,23.8192,24.235537375,23.8192,36.8586,36.574800375,36.8586,196.4885,195.17248975,NA,196.4885,NA
Station72_MES,Station72,MES,-8.79818082191781,-17.9036328767123,800,31.7592123287671,38.448475,NA,31.7592123287671,5.58584931506849,4.673875,5.58584931506849,34.8794726027397,34.472575,34.8794726027397,156.576720547945,143.1955,NA,156.576720547945,NA
Station72_SUR,Station72,SUR,-8.76035563909774,-17.9161631578947,5,0.327124736842105,0.248663,13.395498,0.327124736842105,25.0384781954887,25.04977,25.0384781954887,36.5955932330827,36.4238366666667,36.5955932330827,198.867941353383,199.169962888889,210.89073,198.867941353383,1966.3823
Station76_DCM,Station76,DCM,-21.0411430656934,-35.3623839416058,148.394160583942,0.617121781021898,0.5434983,NA,0.617121781021898,22.178602189781,21.8157684,22.178602189781,37.0324722627737,36.7689551,37.0324722627737,204.134924817518,203.8497968,NA,204.134924817518,NA
Station76_MES,Station76,MES,-20.93143,-35.1794,800,34.739,34.589515,NA,34.739,3.8374,4.749588,3.8374,34.5752,34.369275,34.5752,184.8655,192.1655,NA,184.8655,NA
Station76_SUR,Station76,SUR,-20.9494780821918,-35.2157095890411,5,0.030608,0.030608,12.688213,0.030608,23.3535390410959,23.3529302,23.3535390410959,37.2725287671233,37.097987,37.2725287671233,206.0039,206.1807664,212.38184,206.0039,1973.5181
Station78_DCM,Station78,DCM,-30.1343823529412,-43.2669411764706,120,-0.139233333333333,0.322162777777778,NA,-0.139233333333333,19.3614470588235,19.3510636666667,19.3614470588235,36.4517990196078,36.2804618888889,36.4517990196078,217.940457843137,217.505432888889,NA,217.940457843137,NA
Station78_MES,Station78,MES,-30.1602605633803,-43.2903169014085,800,34.5502,29.783185,NA,34.5502,3.5983,5.8659,3.5983,34.5249,34.3629,34.5249,196.3504,214.842,NA,196.3504,NA
Station78_SUR,Station78,SUR,-30.1588151515152,-43.2844045454545,5,-0.295176742424242,-0.388642222222222,13.94818,-0.295176742424242,19.8514681818182,19.8790941111111,19.8514681818182,36.4940257575758,36.3241268888889,36.4940257575758,221.891693181818,221.484416666667,226.35332,221.891693181818,1973.0256
Station82_DCM,Station82,DCM,-47.2030938461538,-57.9649107692308,36.6538461538462,17.5877,17.112756875,18.6594428384615,17.5877,6.9783,6.98451725,6.9783,34.2189,34.057393875,34.2189,306.4066,306.373177125,307.392775846154,306.4066,2266.57411153846
Station82_SUR,Station82,SUR,-47.1921272058824,-58.2512727941176,5,15.9586610294118,17.091069,15.085438,15.9586610294118,7.34146029411765,7.321517,7.34146029411765,34.2102294117647,34.048642,34.2102294117647,304.734534558823,305.012167,300.99557,304.734534558823,2267.0466
Station84_SUR,Station84,SUR,-60.2846518518519,-60.5868185185185,4.96296296296296,24.7575955223881,24.5818231428571,23.2731888814815,24.7466139777778,1.8662671641791,1.859741,1.8662671641791,33.8821,33.71972,33.8821,338.472267910448,338.359921428571,343.628176962963,338.51052762963,2321.43783703704
Station85_DCM,Station85,DCM,-62.211989516129,-49.2257733870968,90,29.9872951612903,32.05245925,NA,29.9872951612903,0.417471935483871,-0.784599875,0.417471935483871,34.5197443548387,34.360461,34.5197443548387,346.531068548387,327.020273875,NA,346.531068548387,NA
Station85_MES,Station85,MES,-61.9689,-49.5017,790,38.7422,38.821249,NA,38.7422,0.39939,0.45883,0.39939,34.8533,34.67996,34.8533,202.4289,203.8394,NA,202.4289,NA
Station85_SUR,Station85,SUR,-62.0653111111111,-49.4662762962963,4.77777777777778,27.8014720930233,27.8080052222222,27.6590094222222,27.7932502222222,0.688104418604651,0.690541777777778,0.688104418604651,34.5208930232558,34.3532528888889,34.5208930232558,344.096962790698,343.894529555556,365.354168888889,345.029542222222,2343.47548
