Station14,SUR,5.0
Station14,SUR,5.0
Station14,SUR,5.0
Station14,SUR,5.0
Station14,SUR,5.0
Station15,ZZZ,395.0
Station15,DCM,75.0
Station15,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,DCM,65.0
Station16,DCM,65.0
Station16,SUR,5.0
Station16,DCM,65.0
Station16,SUR,5.0
Station16,DCM,65.0
Station16,ZZZ,50.0
Station16,ZZZ,250.0
Station16,ZZZ,250.0
Station16,ZZZ,250.0
Station16,DCM,65.0
Station16,DCM,65.0
Station16,DCM,65.0
Station16,DCM,65.0
Station16,DCM,65.0
Station16,DCM,65.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,SUR,5.0
Station16,DCM,65.0
Station16,DCM,65.0
Station16,SUR,5.0
Station16,SUR,5.0
Station15,SUR,5.0
Station15,SUR,5.0
Station15,SUR,5.0
Station15,SUR,5.0
Station15,SUR,5.0
Station15,SUR,5.0
Station15,DCM,75.0
Station15,SUR,5.0
Station15,SUR,5.0
Station15,DCM,75.0
Station15,DCM,75.0
Station15,SUR,5.0
Station15,SUR,5.0
Station18,ZZZ,400.0
Station18,ZZZ,300.0
Station18,ZZZ,150.0
Station18,ZZZ,100.0
Station18,DCM,65.0
Station18,ZZZ,50.0
Station18,ZZZ,40.0
Station18,ZZZ,25.0
Station18,ZZZ,10.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,ZZZ,400.0
Station18,ZZZ,400.0
Station18,ZZZ,400.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,SUR,5.0
Station18,DCM,65.0
Station18,DCM,65.0
Station18,DCM,65.0
Station18,DCM,65.0
Station18,DCM,65.0
Station18,DCM,65.0
Station19,SUR,5.0
Station19,SUR,5.0
Station18,ZZZ,400.0
Station18,ZZZ,300.0
Station18,ZZZ,150.0
Station18,ZZZ,100.0
Station18,DCM,65.0
Station18,ZZZ,50.0
Station18,ZZZ,40.0
Station18,ZZZ,25.0
Station18,ZZZ,10.0
Station18,SUR,5.0
Station16,ZZZ,50.0
Station16,ZZZ,100.0
Station16,ZZZ,100.0
Station16,ZZZ,100.0
Station17,ZZZ,50.0
Station17,ZZZ,250.0
Station17,ZZZ,250.0
