sample_id,station_id,latitude,longitude,level_code,tara_nitrate_level,ebi_nitrate_level,darwin_nitrate_level,nitrate_level,tara_temperature,ebi_temperature,temperature,tara_salinity_level,ebi_salinity_level,salinity_level,tara_oxygen_level,ebi_oxygen_level,darwin_oxygen_level,oxygen_level,darwin_alkalinity
TARA_A100000164,TARA_018,35.7590,14.2574,SRF,0.000000,99999.000000,15.592011,15.592011,21.437700,21.439500,21.437700,38.071800,37.892450,38.071800,207.397700,207.791417,223.236910,207.397700,2097.715300
TARA_A100000165,TARA_018,35.7590,14.2574,SRF,0.000000,99999.000000,15.592011,15.592011,21.437700,21.439500,21.437700,38.071800,37.892450,38.071800,207.397700,207.791417,223.236910,207.397700,2097.715300
TARA_A100000171,TARA_018,35.7590,14.2574,SRF,0.000000,99999.000000,15.592011,15.592011,21.437700,21.439500,21.437700,38.071800,37.892450,38.071800,207.397700,207.791417,223.236910,207.397700,2097.715300
TARA_A100000172,TARA_018,35.7528,14.2765,DCM,0.000000,99999.000000,15.158144,15.158144,16.929900,18.368390,16.929900,38.222400,37.892410,38.222400,231.573300,237.889300,247.789870,231.573300,2127.943600
TARA_A100000393,TARA_025,39.3888,19.3905,SRF,0.000000,99999.000000,13.616570,13.616570,18.344200,18.342533,18.344200,38.363900,38.182917,38.363900,218.153100,218.016833,225.910190,218.153100,2196.083500
TARA_A100000394,TARA_025,39.3888,19.3905,SRF,0.000000,99999.000000,13.616570,13.616570,18.344200,18.342533,18.344200,38.363900,38.182917,38.363900,218.153100,218.016833,225.910190,218.153100,2196.083500
TARA_A100000396,TARA_025,39.3991,19.3997,DCM,0.000000,99999.000000,13.526254,13.526254,15.394300,15.161277,15.394300,38.619100,38.475705,38.619100,240.079800,229.547682,235.739490,240.079800,2200.590800
TARA_A100000398,TARA_025,39.3991,19.3997,DCM,0.000000,99999.000000,13.526254,13.526254,15.394300,15.161277,15.394300,38.619100,38.475705,38.619100,240.079800,229.547682,235.739490,240.079800,2200.590800
TARA_A100000400,TARA_025,39.3885,19.3906,SRF,0.000000,99999.000000,13.616570,13.616570,18.344200,18.342533,18.344200,38.363900,38.182917,38.363900,218.153100,218.016833,225.910190,218.153100,2196.083500
TARA_A100000402,TARA_025,39.2143,19.4060,SRF,0.000000,99999.000000,13.616570,13.616570,18.420600,18.423908,18.420600,38.375500,38.195300,38.375500,217.156800,217.498000,225.910190,217.156800,2196.083500
TARA_A100000532,TARA_022,39.8312,17.3952,SRF,0.000000,99999.000000,13.490920,13.490920,17.238600,17.333408,17.238600,38.012400,37.860300,38.012400,222.762300,221.516083,227.152830,222.762300,2201.707300
TARA_A100000534,TARA_022,39.8386,17.4155,SRF,0.000000,99999.000000,13.490920,13.490920,16.893100,17.041483,16.893100,37.903700,37.759667,37.903700,222.406500,220.927083,227.152830,222.406500,2201.707300
TARA_A100000536,TARA_022,39.8312,17.3952,SRF,0.000000,99999.000000,13.490920,13.490920,17.238600,17.333408,17.238600,38.012400,37.860300,38.012400,222.762300,221.516083,227.152830,222.762300,2201.707300
TARA_A100000538,TARA_022,39.8140,17.4138,SRF,0.000000,99999.000000,13.490920,13.490920,16.802700,17.476925,16.802700,37.911800,37.885492,37.911800,227.089000,221.749417,227.152830,227.089000,2201.707300
TARA_A100000539,TARA_022,39.8386,17.4155,SRF,0.000000,99999.000000,13.490920,13.490920,16.893100,17.041483,16.893100,37.903700,37.759667,37.903700,222.406500,220.927083,227.152830,222.406500,2201.707300
TARA_A100000554,TARA_023,42.1646,17.7360,DCM,0.000000,99999.000000,12.568941,12.568941,15.992200,14.957100,15.992200,38.519500,38.517800,38.519500,225.662100,225.596667,251.593050,225.662100,2235.967800
TARA_A100000555,TARA_023,42.1735,17.7252,DCM,0.000000,99999.000000,12.568941,12.568941,15.442500,15.194062,15.442500,38.628000,38.472729,38.628000,223.442700,224.786708,251.593050,223.442700,2235.967800
TARA_A100000556,TARA_023,42.1694,17.7179,DCM,0.000000,99999.000000,12.568941,12.568941,15.442500,15.868114,15.442500,38.628000,38.340893,38.628000,223.442700,226.595929,251.593050,223.442700,2235.967800
TARA_A100000557,TARA_023,42.1646,17.7360,DCM,0.000000,99999.000000,12.568941,12.568941,15.992200,14.957100,15.992200,38.519500,38.517800,38.519500,225.662100,225.596667,251.593050,225.662100,2235.967800
TARA_A100000558,TARA_023,42.1735,17.7252,DCM,0.000000,99999.000000,12.568941,12.568941,15.442500,15.194062,15.442500,38.628000,38.472729,38.628000,223.442700,224.786708,251.593050,223.442700,2235.967800
TARA_A100000559,TARA_023,42.1735,17.7252,DCM,0.000000,99999.000000,12.568941,12.568941,15.442500,15.194062,15.442500,38.628000,38.472729,38.628000,223.442700,224.786708,251.593050,223.442700,2235.967800
TARA_A100000560,TARA_023,42.1735,17.7252,DCM,0.000000,99999.000000,12.568941,12.568941,15.442500,15.194062,15.442500,38.628000,38.472729,38.628000,223.442700,224.786708,251.593050,223.442700,2235.967800
TARA_A100000561,TARA_023,42.1694,17.7179,DCM,0.000000,99999.000000,12.568941,12.568941,15.442500,15.868114,15.442500,38.628000,38.340893,38.628000,223.442700,226.595929,251.593050,223.442700,2235.967800
TARA_A100000594,TARA_018,35.7405,14.3238,SRF,0.000000,99999.000000,15.592011,15.592011,21.486000,99999.000000,21.486000,38.075800,99999.000000,38.075800,209.006900,99999.000000,223.236910,209.006900,2097.715300
TARA_A100000595,TARA_018,35.7590,14.2574,SRF,0.000000,99999.000000,15.592011,15.592011,21.437700,21.439500,21.437700,38.071800,37.892450,38.071800,207.397700,207.791417,223.236910,207.397700,2097.715300
TARA_A100000596,TARA_018,35.7444,14.3083,SRF,0.000000,99999.000000,15.592011,15.592011,21.486000,99999.000000,21.486000,38.075800,99999.000000,38.075800,209.006900,99999.000000,223.236910,209.006900,2097.715300
TARA_A100000598,TARA_018,35.7590,14.2574,SRF,0.000000,99999.000000,15.592011,15.592011,21.437700,21.439500,21.437700,38.071800,37.892450,38.071800,207.397700,207.791417,223.236910,207.397700,2097.715300
TARA_A100000602,TARA_018,35.7528,14.2765,DCM,0.000000,99999.000000,15.158144,15.158144,16.929900,18.368390,16.929900,38.222400,37.892410,38.222400,231.573300,237.889300,247.789870,231.573300,2127.943600
TARA_A100000604,TARA_018,35.7528,14.2765,DCM,0.000000,99999.000000,15.158144,15.158144,16.929900,18.368390,16.929900,38.222400,37.892410,38.222400,231.573300,237.889300,247.789870,231.573300,2127.943600
TARA_A100001026,TARA_032,23.3600,37.2183,SRF,-0.508530,-0.541919,19.909714,-0.508530,25.813600,25.824383,25.813600,39.934800,39.747250,39.934800,188.129600,188.416583,202.071370,188.129600,1984.399900
TARA_A100001035,TARA_032,23.3600,37.2183,SRF,-0.508530,-0.541919,19.909714,-0.508530,25.813600,25.824383,25.813600,39.934800,39.747250,39.934800,188.129600,188.416583,202.071370,188.129600,1984.399900
TARA_A100001141,TARA_032,23.3600,37.2183,SRF,-0.508530,-0.541919,19.909714,-0.508530,25.813600,25.824383,25.813600,39.934800,39.747250,39.934800,188.129600,188.416583,202.071370,188.129600,1984.399900
TARA_A100001142,TARA_032,23.3600,37.2183,SRF,-0.508530,-0.541919,19.909714,-0.508530,25.813600,25.824383,25.813600,39.934800,39.747250,39.934800,188.129600,188.416583,202.071370,188.129600,1984.399900
TARA_A100001143,TARA_032,23.3600,37.2183,SRF,-0.508530,-0.541919,19.909714,-0.508530,25.813600,25.824383,25.813600,39.934800,39.747250,39.934800,188.129600,188.416583,202.071370,188.129600,1984.399900
TARA_A100001144,TARA_032,23.3733,37.2167,SRF,0.082868,0.241845,19.909714,0.082868,25.857800,25.905408,25.857800,39.906000,39.719567,39.906000,188.175600,187.913833,202.071370,188.175600,1984.399900
TARA_A100001195,TARA_033,21.9467,38.2517,SRF,0.074824,-0.000271,18.914629,0.074824,27.330400,27.329517,27.330400,39.121600,38.937417,39.121600,182.762200,182.812167,199.383970,182.762200,1980.725600
TARA_A100001201,TARA_033,21.9467,38.2517,SRF,0.074824,-0.000271,18.914629,0.074824,27.330400,27.329517,27.330400,39.121600,38.937417,39.121600,182.762200,182.812167,199.383970,182.762200,1980.725600
TARA_A100001234,TARA_033,21.9467,38.2517,SRF,0.074824,-0.000271,18.914629,0.074824,27.330400,27.329517,27.330400,39.121600,38.937417,39.121600,182.762200,182.812167,199.383970,182.762200,1980.725600
TARA_A100001244,TARA_033,21.9467,38.2517,SRF,0.074824,-0.000271,18.914629,0.074824,27.330400,27.329517,27.330400,39.121600,38.937417,39.121600,182.762200,182.812167,199.383970,182.762200,1980.725600
TARA_A100001245,TARA_033,21.9467,38.2517,SRF,0.074824,-0.000271,18.914629,0.074824,27.330400,27.329517,27.330400,39.121600,38.937417,39.121600,182.762200,182.812167,199.383970,182.762200,1980.725600
TARA_A100001246,TARA_033,22.0850,38.2083,SRF,0.324790,0.244040,19.140753,0.324790,27.275000,27.293650,27.275000,39.134500,38.949650,39.134500,183.687000,184.294833,199.806210,183.687000,1981.460200
TARA_A100001388,TARA_031,27.1600,34.8350,SRF,-0.137280,-0.137284,21.797586,-0.137280,25.058100,25.062100,25.058100,40.172400,39.981867,40.172400,189.506300,188.763583,207.172780,189.506300,1994.622200
TARA_A100001392,TARA_031,27.1600,34.8350,SRF,-0.137280,-0.137284,21.797586,-0.137280,25.058100,25.062100,25.058100,40.172400,39.981867,40.172400,189.506300,188.763583,207.172780,189.506300,1994.622200
TARA_A100001401,TARA_031,27.1600,34.8350,SRF,-0.137280,-0.137284,21.797586,-0.137280,25.058100,25.062100,25.058100,40.172400,39.981867,40.172400,189.506300,188.763583,207.172780,189.506300,1994.622200
TARA_A100001403,TARA_031,27.1600,34.8350,SRF,-0.137280,-0.137284,21.797586,-0.137280,25.058100,25.062100,25.058100,40.172400,39.981867,40.172400,189.506300,188.763583,207.172780,189.506300,1994.622200
TARA_A100001431,TARA_031,27.1483,34.8117,SRF,-0.049320,-0.007566,21.797586,-0.049320,24.919000,24.994433,24.919000,40.127800,39.938375,40.127800,192.072200,190.825500,207.172780,192.072200,1994.622200
TARA_A100001432,TARA_031,27.1550,34.8300,SRF,-0.137280,-0.137284,21.797586,-0.137280,25.058100,25.062100,25.058100,40.172400,39.981867,40.172400,189.506300,188.763583,207.172780,189.506300,1994.622200
TARA_A100001433,TARA_031,27.1600,34.8350,SRF,-0.137280,-0.137284,21.797586,-0.137280,25.058100,25.062100,25.058100,40.172400,39.981867,40.172400,189.506300,188.763583,207.172780,189.506300,1994.622200
TARA_A100001516,TARA_032,23.3600,37.2183,SRF,-0.508530,-0.541919,19.909714,-0.508530,25.813600,25.824383,25.813600,39.934800,39.747250,39.934800,188.129600,188.416583,202.071370,188.129600,1984.399900
TARA_B000000437,TARA_065,-35.1728,26.2868,SRF,0.000000,99999.000000,12.802575,12.802575,21.819700,21.816840,21.819700,35.613900,35.446660,35.613900,206.206200,207.043900,228.414050,206.206200,1973.179300
TARA_B000000441,TARA_065,-35.2421,26.3048,DCM,0.000000,99999.000000,12.810086,12.810086,21.814400,21.814950,21.814400,0.000000,99999.000000,,206.402000,206.437250,228.376770,206.402000,1973.263900
TARA_B000000475,TARA_066,-34.9449,17.9189,SRF,2.384800,2.450991,14.088745,2.384800,15.028500,15.033492,15.028500,35.489900,35.323317,35.489900,238.929900,238.916333,242.565550,238.929900,1994.753800
TARA_B000000477,TARA_066,-34.8901,18.0459,DCM,0.000000,99999.000000,14.055993,14.055993,15.026700,15.018950,15.026700,0.000000,35.331500,35.331500,240.730100,240.413500,242.385470,240.730100,1995.785200
TARA_B000000532,TARA_062,-22.3368,40.3412,SRF,-0.342970,-0.166794,11.755020,-0.342970,25.083400,25.080167,25.083400,35.491500,35.324825,35.491500,199.614300,199.895917,212.853600,199.614300,1967.207900
TARA_B000000557,TARA_058,-17.2855,42.2866,DCM,0.820270,99999.000000,11.530273,0.820270,24.986000,26.340180,24.986000,35.324200,99999.000000,35.324200,180.299600,190.964900,212.838130,180.299600,1964.360800
TARA_B000000609,TARA_056,-15.3424,43.2965,SRF,0.000000,99999.000000,11.478440,11.478440,27.322800,27.323117,27.322800,35.168300,35.003133,35.168300,192.931500,193.057750,202.830060,192.931500,1963.228500
TARA_B100000003,TARA_034,18.3967,39.8750,SRF,0.051463,-0.927087,17.985404,0.051463,27.611000,27.598650,27.611000,38.829000,38.646858,38.829000,184.244500,184.061167,198.869860,184.244500,1982.632000
TARA_B100000029,TARA_034,18.4417,39.8567,DCM,-0.392680,0.086450,19.367791,-0.392680,27.671300,27.589917,27.671300,38.815900,38.916583,38.815900,183.759200,175.384083,191.851750,183.759200,1990.571700
TARA_B100000034,TARA_036,20.8183,63.5047,SRF,0.000000,99999.000000,14.471829,14.471829,25.511900,25.581433,25.511900,36.703500,36.530058,36.703500,0.000000,104.908417,210.309250,104.908417,1906.030600
TARA_B100000035,TARA_036,20.8222,63.5133,DCM,0.290250,0.367767,14.505992,0.290250,24.998400,25.373950,24.998400,36.695500,36.549267,36.695500,192.992700,211.606583,210.469010,192.992700,1905.529900
TARA_B100000066,TARA_038,19.0393,64.4913,SRF,0.891260,0.889376,14.481865,0.891260,26.223500,26.231400,26.223500,36.790500,36.617917,36.790500,199.803600,199.935500,208.202560,199.803600,1906.783000
TARA_B100000073,TARA_038,19.0284,64.5126,DCM,1.081000,1.230122,14.591483,1.081000,25.777700,25.494408,25.777700,0.000000,99999.000000,,146.548700,154.699917,208.617860,146.548700,1903.776500
TARA_B100000085,TARA_039,18.5839,66.4727,DCM,-0.512730,-0.611888,14.285589,-0.512730,26.266500,26.812225,26.266500,36.681900,36.332317,36.681900,164.101000,192.958750,206.210340,164.101000,1904.011700
TARA_B100000089,TARA_039,18.5918,66.6220,SRF,-0.860450,-1.415582,14.196328,-0.860450,26.801500,26.817650,26.801500,36.457000,36.285367,36.457000,194.021100,193.353500,205.054870,194.021100,1905.315100
TARA_B100000091,TARA_039,18.5839,66.4727,DCM,-0.512730,-0.611888,14.285589,-0.512730,26.266500,26.812225,26.266500,36.681900,36.332317,36.681900,164.101000,192.958750,206.210340,164.101000,1904.011700
TARA_B100000105,TARA_039,18.5839,66.4727,DCM,-0.512730,-0.611888,14.285589,-0.512730,26.266500,26.812225,26.266500,36.681900,36.332317,36.681900,164.101000,192.958750,206.210340,164.101000,1904.011700
TARA_B100000123,TARA_042,6.0001,73.8955,SRF,-1.780900,-1.478820,14.227695,-1.780900,29.978200,29.980283,29.978200,34.724900,34.561550,34.724900,188.904600,189.254750,196.882920,188.904600,1928.635600
TARA_B100000127,TARA_042,6.0001,73.8955,SRF,-1.780900,-1.478820,14.227695,-1.780900,29.978200,29.980283,29.978200,34.724900,34.561550,34.724900,188.904600,189.254750,196.882920,188.904600,1928.635600
TARA_B100000161,TARA_045,0.0033,71.6428,SRF,1.866100,2.575786,13.467190,1.866100,30.462400,30.496383,30.462400,35.319800,35.091133,35.319800,184.818000,185.243833,197.266710,184.818000,1958.205700
TARA_B100000212,TARA_052,-16.9570,53.9801,SRF,0.000000,99999.000000,11.756601,11.756601,27.883700,27.868400,27.883700,34.730500,34.566667,34.730500,192.347700,191.680000,202.874510,192.347700,1961.899200
TARA_B100000242,TARA_048,-9.3921,66.4228,SRF,-1.897600,-2.201764,12.502214,-1.897600,29.818100,29.818233,29.818100,34.330400,34.168900,34.330400,187.009800,187.257500,199.672910,187.009800,1956.908300
TARA_B100000261,TARA_046,-0.6625,73.1610,SRF,0.358050,0.477267,13.803932,0.358050,30.120900,30.125650,30.120900,35.277400,35.111283,35.277400,184.874900,185.733167,197.496320,184.874900,1954.356900
TARA_B100000282,TARA_041,14.6059,69.9776,SRF,-0.887120,-1.343153,13.950170,-0.887120,29.086800,29.089367,29.086800,36.195100,36.024883,36.195100,187.700400,187.429250,198.948650,187.700400,1927.399700
TARA_B100000287,TARA_041,14.5536,70.0128,DCM,-0.349110,-0.224514,13.993898,-0.349110,27.190500,27.117663,27.190500,36.676200,36.496162,36.676200,153.905000,148.328125,206.025850,153.905000,1911.543200
TARA_B100000401,TARA_064,-29.5019,37.9889,SRF,0.000000,99999.000000,12.021952,12.021952,22.173500,22.165567,22.173500,35.501800,35.334717,35.501800,209.574500,210.007750,223.520480,209.574500,1972.040300
TARA_B100000405,TARA_064,-29.5333,37.9117,DCM,-0.342970,-0.112031,12.088309,-0.342970,22.234800,22.250309,22.234800,35.500600,35.335545,35.500600,208.144400,207.446227,223.785250,208.144400,1972.431200
TARA_B100000420,TARA_072,-8.7789,-17.9099,SRF,0.382530,0.263475,13.395498,0.382530,25.027800,25.026190,25.027800,36.595500,36.423240,36.595500,198.815300,199.119500,210.890730,198.815300,1966.382300
TARA_B100000424,TARA_072,-8.7789,-17.9099,SRF,0.382530,0.263475,13.395498,0.382530,25.027800,25.026190,25.027800,36.595500,36.423240,36.595500,198.815300,199.119500,210.890730,198.815300,1966.382300
TARA_B100000457,TARA_070,-20.4091,-3.1759,SRF,0.297120,0.168013,14.491161,0.297120,19.777800,19.776808,19.777800,36.547700,36.376225,36.547700,215.371100,215.650833,232.221660,215.371100,1937.420800
TARA_B100000459,TARA_070,-20.4091,-3.1759,SRF,0.297120,0.168013,14.491161,0.297120,19.777800,19.776808,19.777800,36.547700,36.376225,36.547700,215.371100,215.650833,232.221660,215.371100,1937.420800
TARA_B100000473,TARA_068,-31.0266,4.6650,SRF,0.000000,99999.000000,13.263906,13.263906,16.807100,16.832058,16.807100,35.855200,35.686850,35.855200,231.924000,231.914833,246.665390,231.924000,1977.622600
TARA_B100000475,TARA_068,-31.0266,4.6650,SRF,0.000000,99999.000000,13.263906,13.263906,16.807100,16.832058,16.807100,35.855200,35.686850,35.855200,231.924000,231.914833,246.665390,231.924000,1977.622600
TARA_B100000480,TARA_068,-31.0270,4.6802,DCM,0.000000,99999.000000,13.341141,13.341141,16.786700,16.787411,16.786700,35.856300,35.687803,35.856300,232.106800,231.683361,246.083240,232.106800,1977.899000
TARA_B100000482,TARA_068,-31.0270,4.6802,DCM,0.000000,99999.000000,13.341141,13.341141,16.786700,16.787411,16.786700,35.856300,35.687803,35.856300,232.106800,231.683361,246.083240,232.106800,1977.899000
TARA_B100000493,TARA_067,-32.2401,17.7103,SRF,0.910270,0.405607,13.116124,0.910270,12.830200,12.834450,12.830200,35.009600,34.845292,35.009600,248.259100,249.351417,253.205000,248.259100,2012.607800
TARA_B100000497,TARA_067,-32.2401,17.7103,SRF,0.910270,0.405607,13.116124,0.910270,12.830200,12.834450,12.830200,35.009600,34.845292,35.009600,248.259100,249.351417,253.205000,248.259100,2012.607800
TARA_B100000513,TARA_076,-20.9354,-35.1803,SRF,0.030608,0.030608,12.688213,0.030608,23.352700,23.349542,23.352700,37.276700,37.101367,37.276700,205.993400,206.194333,212.381840,205.993400,1973.518100
TARA_B100000524,TARA_078,-30.1367,-43.2899,SRF,-0.317610,-0.385346,13.948180,-0.317610,19.845800,19.854083,19.845800,36.495300,36.324250,36.495300,221.795400,221.474750,226.353320,221.795400,1973.025600
TARA_B100000575,TARA_111,-16.9601,-100.6335,SRF,2.302100,2.568726,8.000546,2.302100,22.769300,22.768730,22.769300,36.140600,35.971440,36.140600,208.944600,208.865400,214.996340,208.944600,2052.246800
TARA_B100000578,TARA_111,-16.9601,-100.6335,SRF,2.302100,2.568726,8.000546,2.302100,22.769300,22.768730,22.769300,36.140600,35.971440,36.140600,208.944600,208.865400,214.996340,208.944600,2052.246800
TARA_B100000674,TARA_124,-9.1504,-140.5216,SRF,4.878600,5.111856,5.191730,4.878600,26.520300,26.518986,26.520300,35.551800,35.396729,35.551800,190.695900,190.724000,203.858730,190.695900,1990.720500
TARA_B100000683,TARA_123,-8.9068,-140.2830,SRF,3.317600,3.868407,5.194036,3.317600,26.581200,26.576175,26.581200,35.526600,35.359483,35.526600,189.891700,189.758333,202.110460,189.891700,1993.451200
TARA_B100000767,TARA_082,-47.2007,-57.9446,DCM,17.587700,17.111823,19.227239,17.587700,6.978300,6.975635,6.978300,34.218900,34.057594,34.218900,306.406600,306.211529,308.039520,306.406600,2266.496300
TARA_B100000768,TARA_082,-47.1863,-58.2902,SRF,15.864300,17.091069,15.085438,15.864300,7.322600,7.321517,7.322600,34.209700,34.048642,34.209700,304.849000,305.012167,300.995570,304.849000,2267.046600
TARA_B100000780,TARA_084,-60.2287,-60.6476,SRF,24.595100,24.423039,23.275087,24.595100,1.836100,1.844020,1.836100,33.882100,33.719720,33.882100,338.392200,338.298200,343.637330,338.392200,2321.467000
TARA_B100000787,TARA_085,-62.0385,-49.5290,SRF,27.541100,27.501159,27.681724,27.541100,0.668250,0.671080,0.668250,34.521500,34.353880,34.521500,343.733300,343.437300,365.500600,343.733300,2343.572300
TARA_B100000900,TARA_102,-5.2529,-85.1545,SRF,10.958600,11.688971,6.780498,10.958600,24.711900,24.943108,24.711900,34.910000,34.748175,34.910000,206.609400,205.992583,214.054870,206.609400,2086.256300
TARA_B100000902,TARA_102,-5.2669,-85.2732,DCM,14.209800,20.328327,16.996540,14.209800,21.440500,19.566255,21.440500,35.042900,34.900284,35.042900,131.412500,103.916711,153.945950,131.412500,2138.199000
TARA_B100000925,TARA_109,1.9928,-84.5766,SRF,1.085500,1.210114,5.776020,1.085500,27.629400,27.617558,27.629400,33.539200,33.367600,33.539200,199.588800,198.635833,211.170720,199.588800,1985.589600
TARA_B100000927,TARA_109,2.0299,-84.5546,DCM,4.635700,3.886605,11.658548,4.635700,26.490800,26.532035,26.490800,34.524900,34.344808,34.524900,201.216600,203.127654,181.594860,201.216600,2085.459700
TARA_B100000963,TARA_100,-13.0023,-95.9759,SRF,4.735200,4.590737,6.029202,4.735200,25.252300,25.251200,25.252300,36.004400,35.835267,36.004400,200.797000,200.233917,209.313140,200.797000,2013.926800
TARA_B100000965,TARA_100,-12.9723,-96.0122,DCM,1.185500,1.501977,8.249334,1.185500,19.972700,20.649431,19.972700,35.636800,35.544655,35.636800,224.408400,216.790338,223.316390,224.408400,2042.135500
TARA_B100001115,TARA_122,-8.9971,-139.1963,SRF,4.586500,3.986359,5.200557,4.586500,26.545200,26.544130,26.545200,35.533300,35.366200,35.533300,185.445100,186.240700,202.331470,185.445100,1993.485600
TARA_B100001121,TARA_125,-8.9111,-142.5571,SRF,4.532500,4.985942,5.219904,4.532500,26.781500,26.780158,26.781500,35.595300,35.427733,35.595300,187.243300,187.302833,203.374240,187.243300,1990.160000
TARA_B100001287,TARA_137,14.2035,-116.6261,SRF,3.441600,3.241307,3.500513,3.441600,26.411000,26.409100,26.411000,34.044900,33.884425,34.044900,195.129200,195.126917,206.626360,195.129200,1923.477200
TARA_B100001964,TARA_137,14.2075,-116.6468,DCM,3.896100,99999.000000,3.906346,3.896100,22.811900,99999.000000,22.811900,34.471500,99999.000000,34.471500,164.783900,99999.000000,227.456020,164.783900,1942.402700
TARA_B100001989,TARA_138,6.3332,-102.9432,SRF,0.353410,-1.184318,2.672438,0.353410,26.684900,26.636200,26.684900,33.659100,33.407042,33.659100,197.046200,196.882750,206.380480,197.046200,1926.605700
TARA_B100001996,TARA_138,6.3378,-102.9538,DCM,7.673200,22.087762,14.658865,7.673200,21.793000,19.048358,21.793000,34.709400,34.611755,34.709400,111.125100,77.038525,153.758200,111.125100,2088.100300
TARA_B110000003,TARA_155,54.5305,-16.9377,SRF,1.833000,4.348292,14.679750,1.833000,11.002500,11.095410,11.002500,35.464800,35.325105,35.464800,266.815300,270.945625,281.705700,266.815300,2153.641000
TARA_B110000008,TARA_155,54.5451,-16.7943,DCM,8.195100,6.951238,15.607829,8.195100,10.909400,10.790180,10.909400,35.508700,35.335020,35.508700,264.191900,266.369875,280.240900,264.191900,2155.588900
TARA_B110000023,TARA_168,72.5128,44.0775,SRF,-3.944300,-4.721995,12.623917,-3.944300,7.224300,7.531770,7.224300,35.100800,34.923060,35.100800,300.516900,298.854900,325.573550,300.516900,2160.924000
TARA_B110000027,TARA_168,72.5128,44.0775,SRF,-3.944300,-4.721995,12.623917,-3.944300,7.224300,7.531770,7.224300,35.100800,34.923060,35.100800,300.516900,298.854900,325.573550,300.516900,2160.924000
TARA_B110000035,TARA_168,72.5199,44.0552,MIX,-4.708300,-0.852148,12.652902,-4.708300,7.634700,3.107200,7.634700,35.087700,34.978285,35.087700,299.063900,303.319050,326.342600,299.063900,2161.320600
TARA_B110000037,TARA_168,72.5199,44.0552,MIX,-4.708300,-0.852148,12.652902,-4.708300,7.634700,3.107200,7.634700,35.087700,34.978285,35.087700,299.063900,303.319050,326.342600,299.063900,2161.320600
TARA_B110000044,TARA_168,72.5432,44.1020,DCM,-3.672100,-3.888729,14.842140,-3.672100,5.880800,3.824545,5.880800,35.138800,34.976035,35.138800,313.440400,326.513600,344.009740,313.440400,2173.190200
TARA_B110000046,TARA_168,72.5432,44.1020,DCM,-3.672100,-3.888729,14.842140,-3.672100,5.880800,3.824545,5.880800,35.138800,34.976035,35.138800,313.440400,326.513600,344.009740,313.440400,2173.190200
TARA_B110000083,TARA_173,78.9564,79.4201,SRF,3.742000,2.406370,14.955015,3.742000,-0.421500,-0.083125,-0.421500,33.688200,33.595737,33.688200,390.279500,383.163125,368.370200,390.279500,2178.135500
TARA_B110000085,TARA_173,78.9354,79.0604,DCM,6.088300,4.752266,15.213918,6.088300,-1.302200,-1.298837,-1.302200,34.591900,34.456225,34.591900,352.038400,348.000625,361.833400,352.038400,2179.390600
TARA_B110000090,TARA_173,78.9564,79.4201,SRF,3.742000,2.406370,14.955015,3.742000,-0.421500,-0.083125,-0.421500,33.688200,33.595737,33.688200,390.279500,383.163125,368.370200,390.279500,2178.135500
TARA_B110000091,TARA_173,78.9354,79.0604,DCM,6.088300,4.752266,15.213918,6.088300,-1.302200,-1.298837,-1.302200,34.591900,34.456225,34.591900,352.038400,348.000625,361.833400,352.038400,2179.390600
TARA_B110000093,TARA_175,79.3349,66.2954,MIX,0.000000,99999.000000,14.849056,14.849056,0.000000,1.025705,1.025705,0.000000,34.691775,34.691775,0.000000,314.716750,369.229800,314.716750,2181.445300
TARA_B110000110,TARA_175,79.2233,66.3435,SRF,4.338200,2.060443,14.843421,4.338200,1.167600,1.421805,1.167600,34.422100,34.263300,34.422100,380.417400,368.906875,369.512360,380.417400,2181.477300
TARA_B110000114,TARA_175,79.2233,66.3435,SRF,4.338200,2.060443,14.843421,4.338200,1.167600,1.421805,1.167600,34.422100,34.263300,34.422100,380.417400,368.906875,369.512360,380.417400,2181.477300
TARA_B110000122,TARA_175,79.3349,66.2954,MIX,0.000000,99999.000000,14.849056,14.849056,0.000000,1.025705,1.025705,0.000000,34.691775,34.691775,0.000000,314.716750,369.229800,314.716750,2181.445300
TARA_B110000204,TARA_178,77.1604,73.2057,SRF,0.000000,99999.000000,14.540370,14.540370,0.890890,1.243225,0.890890,34.026800,34.056675,34.026800,352.713200,348.536000,363.899780,352.713200,2180.143000
TARA_B110000206,TARA_180,74.8283,76.2096,DCM,0.000000,99999.000000,14.599185,14.599185,-1.772300,-1.533492,-1.772300,33.908200,33.646125,33.908200,315.549700,356.194583,372.139200,315.549700,2173.784400
TARA_B110000208,TARA_178,77.1604,73.2057,SRF,0.000000,99999.000000,14.540370,14.540370,0.890890,1.243225,0.890890,34.026800,34.056675,34.026800,352.713200,348.536000,363.899780,352.713200,2180.143000
TARA_B110000211,TARA_180,74.8283,76.2096,DCM,0.000000,99999.000000,14.599185,14.599185,-1.772300,-1.533492,-1.772300,33.908200,33.646125,33.908200,315.549700,356.194583,372.139200,315.549700,2173.784400
TARA_B110000233,TARA_188,78.2518,91.8557,SRF,0.000000,99999.000000,13.791991,13.791991,-1.610800,-1.645825,-1.610800,33.099700,32.948800,33.099700,394.748800,388.239500,364.418730,394.748800,2170.399400
